,objectIsPart,objectPresence,objectcounts,objectnames,proportionClassIsPart,wordnet_found,wordnet_level1,wordnet_synset,wordnet_hypernym,wordnet_gloss,wordnet_synonyms,wordnet_frequency
1442,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],8.0,['light'],1.0,0,[],[],[],[],[],0
1443,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],20.0,['light bulb'],1.0,0,[],[],[],[],[],0
1444,[0. 0. 0. ... 0. 0. 0.],[0. 1. 0. ... 0. 0. 0.],249.0,"['light bulb, lightbulb, bulb, incandescent lamp, electric light, electric-light bulb']",0.0,1,"['light bulb, lightbulb, bulb, incandescent lamp, electric light, electric-light bulb']","['light bulb, lightbulb, bulb, incandescent lamp, electric light, electric-light bulb. electric lamp. lamp. source of illumination. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['light bulb, lightbulb, bulb, incandescent lamp, electric light, electric-light bulb'],
      dtype='<U83')]
 [array(['electric lamp'], dtype='<U13')]
 [array(['lamp'], dtype='<U4')]
 [array(['source of illumination'], dtype='<U22')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['electric lamp consisting of a transparent or translucent glass housing containing a wire filament (usually tungsten) that emits light when heated by electricity'],"['light bulb, lightbulb, bulb, incandescent lamp, electric light, electric-light bulb']",2
1445,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['light display'],0.0,0,[],[],[],[],[],0
1446,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['light pole'],0.0,0,[],[],[],[],[],0
1447,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['light source'],0.0,1,"['light, light source']","['light, light source. source of illumination. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['light, light source'], dtype='<U19')]
 [array(['source of illumination'], dtype='<U22')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['any device serving as a source of illumination; ""he stopped the car and turned off the lights""']","['light, light source']",0
1448,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['light switches'],0.0,0,[],[],[],[],[],0
1449,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['light tower'],0.0,0,[],[],[],[],[],0
1450,[0. 0. 0. ... 0. 0. 0.],[0. 1. 7. ... 0. 0. 0.],10353.0,"['light, light source']",0.0,1,"['light, light source']","['light, light source. source of illumination. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['light, light source'], dtype='<U19')]
 [array(['source of illumination'], dtype='<U22')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['any device serving as a source of illumination; ""he stopped the car and turned off the lights""']","['light, light source']",23
1451,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['lighter'],0.0,0,[],[],[],[],[],0
1452,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['lighting'],0.0,0,[],[],[],[],[],0
1453,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],51.0,['lights'],1.0,1,"['light, light source']","['light, light source. source of illumination. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['light, light source'], dtype='<U19')]
 [array(['source of illumination'], dtype='<U22')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['any device serving as a source of illumination; ""he stopped the car and turned off the lights""']","['light, light source']",23
1454,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['lily pads'],0.0,0,[],[],[],[],[],0
1455,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['linens'],0.0,0,[],[],[],[],[],0
1456,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['lithograph'],0.0,0,[],[],[],[],[],0
1457,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],6.0,['litter basket'],0.0,0,[],[],[],[],[],0
1458,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],6.0,['livestock'],0.0,0,[],[],[],[],[],0
1459,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['loaves'],0.0,0,[],[],[],[],[],0
1460,[0. 0. 1. ... 0. 0. 0.],[0. 0. 1. ... 0. 0. 0.],139.0,['lock'],0.9064748,1,['lock'],"['lock. fastener, fastening, holdfast, fixing. restraint, constraint. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['lock'], dtype='<U4')]
 [array(['fastener, fastening, holdfast, fixing'], dtype='<U37')]
 [array(['restraint, constraint'], dtype='<U21')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a fastener fitted to a door or drawer to keep it firmly closed'],['lock'],6
1461,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],24.0,['locker'],0.0,0,[],[],[],[],[],0
1462,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],31.0,['lockers'],0.0,0,[],[],[],[],[],0
1463,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],7.0,['lockgate'],0.0,0,[],[],[],[],[],0
1464,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['locomotive'],1.0,0,[],[],[],[],[],0
1465,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['lodge'],0.0,0,[],[],[],[],[],0
1466,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['loft'],0.0,0,[],[],[],[],[],0
1467,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],14.0,['log'],0.071428575,1,['log'],"['log. wood. plant material, plant substance. material, stuff. substance. matter. physical entity. entity. ']","[[array(['log'], dtype='<U3')]
 [array(['wood'], dtype='<U4')]
 [array(['plant material, plant substance'], dtype='<U31')]
 [array(['material, stuff'], dtype='<U15')]
 [array(['substance'], dtype='<U9')]
 [array(['matter'], dtype='<U6')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a segment of the trunk of a tree when stripped of branches'],['log'],7
1468,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['log holder'],0.0,0,[],[],[],[],[],0
1469,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],31.0,['logo'],0.7419355,0,[],[],[],[],[],0
1470,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],6.0,['logs'],0.0,0,[],[],[],[],[],0
1471,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['loom'],0.0,0,[],[],[],[],[],0
1472,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],12.0,['loudspeaker'],0.0,0,[],[],[],[],[],0
1473,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],330.0,"['loudspeaker, speaker, speaker unit, loudspeaker system, speaker system']",0.0,1,"['loudspeaker, speaker, speaker unit, loudspeaker system, speaker system']","['loudspeaker, speaker, speaker unit, loudspeaker system, speaker system. electro-acoustic transducer. transducer. electrical device. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['loudspeaker, speaker, speaker unit, loudspeaker system, speaker system'],
      dtype='<U70')]
 [array(['electro-acoustic transducer'], dtype='<U27')]
 [array(['transducer'], dtype='<U10')]
 [array(['electrical device'], dtype='<U17')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['electro-acoustic transducer that converts electrical signals into sounds loud enough to be heard at a distance'],"['loudspeaker, speaker, speaker unit, loudspeaker system, speaker system']",2
1474,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['lower deck'],0.0,0,[],[],[],[],[],0
1475,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],204.0,['lower sash'],1.0,1,"['sash, window sash']","['sash, window sash. framework. supporting structure. structure, construction. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['sash, window sash'], dtype='<U17')]
 [array(['framework'], dtype='<U9')]
 [array(['supporting structure'], dtype='<U20')]
 [array(['structure, construction'], dtype='<U23')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a framework that holds the panes of a window in the window frame'],"['sash, window sash']",1
1476,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],16.0,['luggage'],0.0,0,[],[],[],[],[],0
1477,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['luggage rack'],0.0,0,[],[],[],[],[],0
1478,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],74.0,"['lumber, timber']",0.0,1,"['lumber, timber']","['lumber, timber. building material. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['lumber, timber'], dtype='<U14')]
 [array(['building material'], dtype='<U17')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['the wood of trees cut and prepared for use as building material'],"['lumber, timber']",6
1479,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['mace'],0.0,0,[],[],[],[],[],0
1480,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],131.0,['machine'],0.0,1,['machine'],"['machine. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['machine'], dtype='<U7')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['any mechanical or electrical device that transmits or modifies energy to perform or assist in the performance of human tasks'],['machine'],33
1481,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],18.0,['machine gun'],0.0,0,[],[],[],[],[],0
1482,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],26.0,['machinery'],0.0,0,[],[],[],[],[],0
1483,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['machines'],0.0,0,[],[],[],[],[],0
1484,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],597.0,['magazine'],0.0,1,['magazine'],"['magazine. product, production. creation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['magazine'], dtype='<U8')]
 [array(['product, production'], dtype='<U19')]
 [array(['creation'], dtype='<U8')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['product consisting of a paperback periodic publication as a physical object; ""tripped over a pile of magazines""']",['magazine'],2
1485,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],25.0,['magazine rack'],0.0,0,[],[],[],[],[],0
1486,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['magnet'],0.0,0,[],[],[],[],[],0
1487,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['mail boxes'],0.0,0,[],[],[],[],[],0
1488,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['mailboxes'],0.0,1,"['postbox, mailbox, letter box']","['postbox, mailbox, letter box. maildrop. drop. depository, deposit, depositary, repository. facility, installation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['postbox, mailbox, letter box'], dtype='<U28')]
 [array(['maildrop'], dtype='<U8')]
 [array(['drop'], dtype='<U4')]
 [array(['depository, deposit, depositary, repository'], dtype='<U43')]
 [array(['facility, installation'], dtype='<U22')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['public box for deposit of mail'],"['postbox, mailbox, letter box']",0
1489,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['make'],0.0,0,[],[],[],[],[],0
1490,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['makeup'],0.0,0,[],[],[],[],[],0
1491,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['mallet'],0.0,0,[],[],[],[],[],0
1492,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],71.0,['manchette'],1.0,0,[],[],[],[],[],0
1493,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],386.0,['manhole'],0.0,1,['manhole'],"['manhole. hole. opening. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['manhole'], dtype='<U7')]
 [array(['hole'], dtype='<U4')]
 [array(['opening'], dtype='<U7')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a hole (usually with a flush cover) through which a person can gain access to an underground structure'],['manhole'],0
1494,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['mannequin'],0.0,0,[],[],[],[],[],0
1495,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['manometer'],0.0,0,[],[],[],[],[],0
1496,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['mantle'],0.0,0,[],[],[],[],[],0
1497,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['mantle piece'],0.0,0,[],[],[],[],[],0
1498,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],47.0,['map'],0.0,1,['map'],"['map. representation. creation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['map'], dtype='<U3')]
 [array(['representation'], dtype='<U14')]
 [array(['creation'], dtype='<U8')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","[""a diagrammatic representation of the earth's surface (or part of it)""]",['map'],7
1499,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['maps'],0.0,0,[],[],[],[],[],0
1500,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],13.0,['margarine'],0.0,0,[],[],[],[],[],0
1501,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['marker'],0.0,0,[],[],[],[],[],0
1502,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['marquee'],0.0,1,['canopy'],"['canopy. shelter. protective covering, protective cover, protection. covering. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['canopy'], dtype='<U6')]
 [array(['shelter'], dtype='<U7')]
 [array(['protective covering, protective cover, protection'], dtype='<U49')]
 [array(['covering'], dtype='<U8')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['cover with a canopy'],['canopy'],0
1503,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['marsh water'],0.0,0,[],[],[],[],[],0
1504,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],26.0,['mask'],0.0,0,[],[],[],[],[],0
1505,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['massage bed'],0.0,0,[],[],[],[],[],0
1506,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['massage table'],0.0,0,[],[],[],[],[],0
1507,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],93.0,['mast'],0.043010753,1,['mast'],"['mast. spar. pole. rod. implement. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['mast'], dtype='<U4')]
 [array(['spar'], dtype='<U4')]
 [array(['pole'], dtype='<U4')]
 [array(['rod'], dtype='<U3')]
 [array(['implement'], dtype='<U9')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a vertical spar for supporting sails'],['mast'],3
1508,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],25.0,['mat'],0.0,0,[],[],[],[],[],0
1509,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['material'],0.0,0,[],[],[],[],[],0
1510,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],13.0,['material rolls'],0.0,0,[],[],[],[],[],0
1511,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],7.0,['materials'],0.0,0,[],[],[],[],[],0
1512,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],42.0,['mattress'],0.04761905,1,['mattress'],"['mattress. pad. padding, cushioning. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['mattress'], dtype='<U8')]
 [array(['pad'], dtype='<U3')]
 [array(['padding, cushioning'], dtype='<U19')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['a large thick pad filled with resilient material and often incorporating coiled springs, used as a bed or part of a bed']",['mattress'],0
1513,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],6.0,['mausoleum'],0.0,0,[],[],[],[],[],0
1514,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['maze'],0.0,0,[],[],[],[],[],0
1515,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['measuring spoons'],0.0,0,[],[],[],[],[],0
1516,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],38.0,['meat'],0.0,0,[],[],[],[],[],0
1517,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['meat bag'],0.0,0,[],[],[],[],[],0
